Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Albania,ALB,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,37.2859993,38.63299942,49.00500107,46.67699814,40.55500031,40.15399933,34.59899902,39.9090004,44.7120018,42.52399826,42.90999985,39.88600159,38.19400024,36.23300171,34.28300095,32.42300034,28.22599983,27.57500076,26.64299965,30.49399948,29.93400002,28.76300049,32.5530014,42.6269989,39.59799957,33.95399857
Albania,ALB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,31.07500076,32.2159996,40.67699814,39.47000122,36.27799988,34.7480011,29.76600075,34.55599976,37.56800079,35.56499863,36.0340004,33.95399857,33.16999817,32.11500168,31.06900024,30.13699913,26.94300079,26.34600067,27.52000046,29.23900032,28.77199936,27.70400047,30.48600006,39.35900116,40.14400101,32.73199844
Algeria,DZA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,22.73699951,25.27599907,27.79400063,29.98600006,35.11500168,32.1629982,28.95499992,30.81800079,33.08399963,35.24300003,32.71300125,29.58499908,25.44400024,18.20599937,24.9470005,19.81200027,21.99500084,17.84199905,18.08600044,19.09000015,15.08500004,17.00699997,16.27099991,17.06999969,16.7140007,18.59900093
Algeria,DZA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,22.46500015,24.24699974,25.99799919,27.40699959,31.35000038,28.07600021,24.89699936,26.07500076,27.57600021,28.91500092,26.43799973,25.3010006,23.43300056,17.55500031,13.56499958,10.89999962,12.25,10.06499958,8.562999725,8.105999947,8.847999573,9.569999695,8.284999847,9.144000053,9.968000412,8.336000443
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,22.5,24.37999916,26.22999954,27.73999977,31.84000015,28.61100006,25.43000031,26.70199966,28.31100082,29.77000046,27.29999924,25.89999962,23.71999931,17.64999962,15.27000046,12.27000046,13.78999996,11.32999992,10.15999985,9.960000038,9.960000038,10.97000027,9.819999695,10.60000038,11.19999981,10.19999981
Algeria,DZA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,32.92200089,36.07300186,39.2519989,41.89199829,48.47999954,44.09899902,39.89599991,42.34700012,45.60699844,48.57799911,45.15299988,45.47900009,44.60499954,32.65200043,44.4659996,34.81800079,40.23199844,35.7859993,34.79600143,37.37599945,31.28300095,39.10499954,39.88999939,42.15200043,45.55899811,41.6570015
Algeria,DZA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,42.50600052,45.50400162,48.19400024,50.27500153,57.17499924,50.91500092,45.00400162,47.06399918,49.63899994,51.96900177,47.43999863,47.93899918,47.07300186,35.63000107,28.21500015,21.94000053,25.05500031,21.89500046,19.22800064,18.89500046,20.7159996,24.95400047,21.79000092,22.54899979,26.81200027,20.83200073
Algeria,DZA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,40.64500046,43.68399811,46.49499893,48.70399857,55.55199814,49.65000153,44.08100128,46.23300171,48.94599915,51.39799881,47.06299973,47.54100037,46.68099976,35.16500092,30.71299934,23.89500046,27.33399963,23.95800018,21.51799965,21.85400009,22.5359993,27.57699966,25.05699921,25.77799988,29.89800072,24.25699997
American Samoa,ASM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,25.29100037,25.17200089,25.14100075,25.47400093,25.92099953,25.94099998,25.72999954,25.62199974,25.49699974,25.47900009,25.50300026,25.80400085,25.45100021,25.5890007,23.15600014,20.65200043,18.13800049,15.57400036,12.86499977,10.40799999,7.702000141,7.697999954,7.69299984,7.653999805,7.618999958,8.11400032
Angola,AGO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,22.03899956,22.14299965,22.16699982,22.08799934,21.95499992,22.00399971,22.08200073,22.09399986,22.07900047,22.01300049,21.97299957,21.80699921,21.83099937,21.71500015,19.57600021,17.52700043,15.47500038,13.42599964,11.40999985,9.31799984,7.019000053,6.997000217,6.968999863,6.956999779,6.94299984,7.333000183
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,23.64999962,23.64299965,23.63599968,23.76199913,23.91699982,23.95400047,23.88899994,23.84399986,23.77499962,23.73399925,23.72500038,23.79000092,23.62800026,23.63999939,21.3579998,19.08499908,16.80400085,14.4989996,12.13700008,9.862999916,7.360000134,7.347000122,7.330999851,7.306000233,7.281000137,7.723999977
Angola,AGO,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,57.11500168,56.53699875,56.24000168,57.14799881,58.47299957,58.41500092,57.76599884,57.49599838,57.23600006,57.32799911,57.44900131,58.42699814,57.56200027,58.15599823,52.73699951,46.94499969,41.13100052,35.1629982,28.75600052,23.0890007,16.83099937,16.8920002,16.97500038,16.87599945,16.78800011,18.05900002
Angola,AGO,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,51.86800003,51.875,51.87799835,51.86399841,51.84500122,51.84500122,51.85400009,51.85800171,51.86299896,51.86299896,51.86199951,51.84999847,51.86399841,51.85699844,46.95199966,42.04999924,37.14899826,32.25299835,27.36599922,22.46899986,17.02300072,17.02300072,17.02199936,17.02400017,17.02599907,18.00200081
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,54.49399948,54.20899963,54.06399918,54.51399994,55.17200089,55.14300156,54.82400131,54.69200134,54.56600189,54.61700058,54.67900085,55.16799927,54.74200058,55.04199982,49.87900162,44.52700043,39.16400146,33.72600174,28.06999969,22.78300095,16.9260006,16.95700073,16.99799919,16.9489994,16.90500069,18.03100014
Antigua and Barbuda,ATG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,17.79467631,17.43625497,18.59920186,19.74334671,20.54124356,18.28503251,17.50828827,18.56041727,17.02586718,18.47745056,18.93427753,19.49746442,19.76424579,18.73393664,19.75903449,18.53354061,17.20656453,17.12573974,18.27808221,19.40042486,19.07901241,19.64091153,19.16063086,19.10102669,19.18352137,19.06193061
Arab World,ARB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,10.72224573,10.7925692,11.25764356,11.71338799,12.43020691,11.14057745,10.54689909,10.59387998,10.34080251,10.6422574,10.38187934,10.35193208,10.07222817,9.086867256,8.702556029,8.003211728,7.788968877,7.447879711,6.898658675,7.529778781,8.049325987,8.058696871,7.993910692,8.018521988,7.95941807,7.683618759
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,12.10556246,12.09408069,12.70382317,13.31421445,14.04630095,12.56252712,11.92449774,12.16811038,11.68703309,12.2301353,12.12254558,12.18358239,12.03429767,11.05098129,10.95738643,10.15779428,9.747867709,9.455999722,9.237618279,9.9591374,10.29411822,10.43149851,10.29386542,10.28909079,10.26685497,10.01985079
Arab World,ARB,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,30.6925167,30.08133633,32.24540575,34.09089152,35.74511476,31.9204215,30.85342143,32.73791541,30.09503681,34.23894803,36.16418282,34.90678197,36.46240113,35.32103485,38.57941506,39.14609722,37.99545337,39.4720812,40.03174,40.66836801,42.9151534,44.53048685,42.36081312,40.81714705,39.7114167,38.73432352
Arab World,ARB,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,23.93570019,24.00382678,25.25156148,26.10243432,27.37057056,24.48466866,23.16868437,23.45424294,22.13185167,23.3515693,23.43515198,24.41343063,23.53323587,21.66968603,21.20959877,20.19828782,19.29938258,19.13560178,17.86904491,19.7872008,21.26445772,22.56552452,22.45888498,22.32470925,23.49370463,22.45259396
Arab World,ARB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,26.16191772,26.11080228,27.6621069,28.78025295,30.04338666,26.85575073,25.4961089,26.14651511,24.51422693,26.48341768,27.06063159,27.45736673,27.3469901,25.50399405,25.60415575,24.96282926,23.73064554,24.04876357,23.17165119,24.45905731,25.91718894,27.35813808,26.86528754,26.54244815,27.11062598,26.11158409
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,5.747000217,6.712999821,12.61100006,13.97500038,22.2689991,19.23600006,17.70199966,14.06400013,15.17300034,16.37400055,17.19199944,18.8220005,17.57699966,15.81599998,13.59200001,12.42500019,10.97799969,9.751999855,9.87100029,9.225999832,8.513999939,8.838999748,8.505999565,8.399999619,8.234000206,9.55700016
Argentina,ARG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,5.243999958,6.130000114,8.44299984,10.27900028,16.47699928,15.66899967,12.83699989,11.66800022,13.27000046,14.04199982,17.4090004,20.12100029,13.80500031,11.88599968,10.04800034,8.416999817,6.711999893,6.514999866,7.791999817,6.690999985,6.256000042,6.09100008,6.125999928,6.493000031,6.401000023,8.100999832
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,5.440000057,6.360000134,10.10000038,11.76000023,18.79999924,17.11000061,14.81999969,12.64999962,14.05000019,15,17.31999969,19.59000015,15.35999966,13.52000046,11.51000023,10.07999992,8.470000267,7.840000153,8.649999619,7.710000038,7.179999828,7.21999979,7.099999905,7.269999981,7.151000023,8.696000099
Argentina,ARG,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,13.04500008,15.38599968,29.22299957,32.62900162,52.33000183,45.31800079,41.77399826,33.13499832,35.77199936,38.67499924,40.71500015,44.68899918,41.86899948,34.2859993,30.4109993,29.16699982,26.66300011,22.08099937,24.53700066,23.85000038,22.13500023,22.96899986,23.09199905,22.04100037,23.1060009,25.3560009
Argentina,ARG,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,12.32900047,14.38899994,19.87000084,24.16699982,38.88000107,36.83300018,30.0529995,27.19300079,30.98399925,32.88600159,40.99000168,47.84400177,32.93099976,25.80800056,23.07500076,19.81699944,16.62899971,16.66399956,18.97900009,16.70000076,16.59199905,15.37300014,17.1590004,16.87000084,18.19400024,22.39500046
Argentina,ARG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,12.62699986,14.79899979,23.68400002,27.5890007,44.29199982,40.23099899,34.73600006,29.56800079,32.90299988,35.2159996,40.87900162,46.55500031,36.60800171,29.31999969,26.03000069,23.65999985,20.70599937,18.84000015,21.17000008,19.36000061,18.72999954,18.28000069,19.43000031,18.84000015,20.07299995,23.52799988
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,2.676000118,2.421000004,7.497000217,8.612999916,10.26900005,14.90299988,17.14500046,13.65699959,15.22700024,15.84200001,16.47800064,17.15800095,17.67499924,18.07900047,18.71100044,19.19799995,19.70499992,19.85199928,19.86199951,21.29400063,19.64800072,18.1989994,18.13299942,19.47299957,19.25799942,17.82699966
Armenia,ARM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,1.437000036,1.312000036,3.546000004,4.965000153,3.752000093,4.607999802,5.420000076,5.75,7.715000153,8.545000076,9.479999542,10.74100018,11.80200005,12.93999958,13.78499985,14.78800011,15.63599968,16.37700081,17.77099991,17.0909996,17.36300087,16.51600075,14.42000008,15.75500011,17.38500023,18.22599983
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,1.978999972,1.799999952,5.300000191,6.599999905,6.699999809,9.300000191,10.80000019,9.399999619,11.19999981,11.94299984,12.73900032,13.72599983,14.52900028,15.32299995,16.06599998,16.82799911,17.51799965,17.98500061,18.73999977,19.01000023,18.44000053,17.30999947,16.18000031,17.5,18.26000023,18.04000092
Armenia,ARM,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,5.684999943,5.545000076,17.20800018,19.85300064,23.49200058,33.90200043,38.81600189,30.88800049,34.39199829,35.50299835,36.5890007,37.64099884,38.81299973,40.06800079,41.14300156,42.3219986,43.47800064,44.84199905,46.49100113,48.09999847,44.20800018,40.12099838,40.7159996,44.97800064,36.8730011,41.1590004
Armenia,ARM,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,3.451999903,2.631999969,7.125,10.01599979,7.519999981,9.194999695,10.77600002,11.43000031,15.32299995,15.48799992,16.44400024,19.71299934,21.86300087,24.95800018,25.12400055,26.96500015,27.63199997,28.76300049,36.05500031,32.17699814,35.02000046,31.62599945,31.74099922,30.91399956,28.10499954,36.61100006
Armenia,ARM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,4.390999794,3.862999916,11.41300011,14.24300003,14.47500038,20.05400085,23.22500038,20.14500046,23.90399933,24.49200058,25.47200012,27.70800018,29.38599968,31.63999939,32.19300079,33.73199844,34.61399841,35.79499817,40.71300125,38.9640007,39.05699921,35.28900146,35.7519989,37.05400085,31.96899986,38.5909996
Aruba,ABW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,9.147999763,9.925999641,9.993000031,9.362000465,8.109000206,8.241999626,8.069999695,7.333000183,6.653999805,6.053999901,6.44299984,6.163000107,5.980000019,5.534999847,5.217999935,4.918000221,4.788000107,4.56400013,5.401000023,5.380000114,5.303999901,5.31799984,5.605000019,6.162000179,6.071000099,5.784999847
Australia,AUS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,9.887999535,11.30700016,11.50199986,9.982000351,8.73900032,8.711000443,8.578000069,7.941999912,7.03399992,6.454999924,6.97300005,6.532999992,5.889999866,5.275000095,4.877999783,4.668000221,4.047999859,3.95600009,5.690999985,5.070000172,4.894999981,5.138999939,5.705999851,5.993000031,6.051000118,5.664000034
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,9.579999924,10.72999954,10.86999989,9.720000267,8.470000267,8.510000229,8.359999657,7.679999828,6.869999886,6.28000021,6.739999771,6.369999886,5.929999828,5.389999866,5.03000021,4.78000021,4.380000114,4.230000019,5.559999943,5.210000038,5.079999924,5.21999979,5.659999847,6.070000172,6.059999943,5.71999979
Australia,AUS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,16.28899956,17.62599945,17.2329998,16.2859993,14.84700012,14.82400036,14.65299988,13.52900028,12.42700005,11.20600033,12.27799988,11.7159996,11.27799988,10.87199974,10.34500027,9.468000412,9.262999535,8.609000206,10.36699963,11.16100025,10.81299973,10.95600033,11.34899998,12.48700047,11.92300034,11.40600014
Australia,AUS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,18.55400085,20.75,19.69599915,17.41399956,15.52000046,16.39900017,16.92399979,15.32199955,13.75300026,12.90299988,14.58699989,13.79199982,12.61100006,11.83199978,10.87300014,10.54100037,9.467000008,9.01099968,12.43900013,11.89799976,11.89799976,12.43900013,13.02499962,14.09700012,14.27000046,13.85200024
Australia,AUS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,17.48999977,19.28000069,18.54000092,16.87999916,15.19999981,15.64999962,15.85000038,14.47000027,13.11999989,12.09000015,13.47999954,12.80000019,11.97000027,11.36999989,10.61999989,10.02999973,9.369999886,8.819999695,11.46000004,11.55000019,11.38000011,11.72999954,12.22000027,13.31999969,13.14000034,12.67000008
Austria,AUT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,3.54399991,3.770999908,4.5,3.957000017,4.906000137,5.205999851,5.269000053,5.587999821,4.762000084,4.593999863,4.133999825,4.52699995,4.340000153,5.885000229,5.860000134,5.599999905,5.302000046,4.412000179,5.084000111,4.631000042,4.576000214,4.795000076,5.287000179,5.380000114,5.303999901,5.535999775
